DEB [20180108-20:13:00.350] thr=1   paramiko.transport: starting thread (client mode): 0x2acf0b0
DEB [20180108-20:13:00.893] thr=1   paramiko.transport: Switch to new keys ...
DEB [20180108-20:13:22.326] thr=1   paramiko.transport: starting thread (client mode): 0x2f214d0
DEB [20180108-20:13:22.327] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.3.1
DEB [20180108-20:13:22.331] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.4
INF [20180108-20:13:22.331] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.4)
DEB [20180108-20:13:22.335] thr=1   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha256', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'aes128-cbc', 'aes192-cbc', 'aes256-cbc', 'blowfish-cbc', 'cast128-cbc', '3des-cbc'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'aes128-cbc', 'aes192-cbc', 'aes256-cbc', 'blowfish-cbc', 'cast128-cbc', '3des-cbc'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20180108-20:13:22.335] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180108-20:13:22.335] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20180108-20:13:22.335] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180108-20:13:22.336] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180108-20:13:22.336] thr=1   paramiko.transport: Compression agreed: none
DEB [20180108-20:13:22.463] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180108-20:13:22.464] thr=1   paramiko.transport: Switch to new keys ...
DEB [20180108-20:15:04.680] thr=1   paramiko.transport: starting thread (client mode): 0x347af90
DEB [20180108-20:15:04.680] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.3.1
DEB [20180108-20:15:04.694] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.4
INF [20180108-20:15:04.694] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.4)
DEB [20180108-20:15:04.697] thr=1   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha256', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'aes128-cbc', 'aes192-cbc', 'aes256-cbc', 'blowfish-cbc', 'cast128-cbc', '3des-cbc'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'aes128-cbc', 'aes192-cbc', 'aes256-cbc', 'blowfish-cbc', 'cast128-cbc', '3des-cbc'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20180108-20:15:04.698] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180108-20:15:04.698] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20180108-20:15:04.698] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180108-20:15:04.698] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180108-20:15:04.699] thr=1   paramiko.transport: Compression agreed: none
DEB [20180108-20:15:04.833] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180108-20:15:04.834] thr=1   paramiko.transport: Switch to new keys ...
DEB [20180108-20:15:11.523] thr=1   paramiko.transport: userauth is OK
INF [20180108-20:15:11.562] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20180108-20:15:11.562] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20180108-20:15:11.875] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20180108-20:15:11.875] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20180108-20:15:11.926] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20180108-20:15:11.927] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20180108-20:15:11.986] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20180108-20:15:11.990] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20180108-20:15:35.730] thr=1   paramiko.transport: EOF in transport thread
DEB [20180108-20:15:43.813] thr=1   paramiko.transport: starting thread (client mode): 0x36bab70
DEB [20180108-20:15:43.814] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.3.1
DEB [20180108-20:15:43.835] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.4
INF [20180108-20:15:43.836] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.4)
DEB [20180108-20:15:43.840] thr=1   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha256', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'aes128-cbc', 'aes192-cbc', 'aes256-cbc', 'blowfish-cbc', 'cast128-cbc', '3des-cbc'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'aes128-cbc', 'aes192-cbc', 'aes256-cbc', 'blowfish-cbc', 'cast128-cbc', '3des-cbc'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20180108-20:15:43.841] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180108-20:15:43.841] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20180108-20:15:43.841] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180108-20:15:43.842] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180108-20:15:43.842] thr=1   paramiko.transport: Compression agreed: none
DEB [20180108-20:15:43.963] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180108-20:15:43.964] thr=1   paramiko.transport: Switch to new keys ...
DEB [20180108-20:15:49.570] thr=1   paramiko.transport: userauth is OK
INF [20180108-20:15:49.613] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20180108-20:15:49.614] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20180108-20:15:49.891] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20180108-20:15:49.891] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20180108-20:15:49.942] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20180108-20:15:49.942] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20180108-20:15:49.951] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20180108-20:15:49.954] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20180109-10:22:21.427] thr=1   paramiko.transport: starting thread (client mode): 0x30abff0
DEB [20180109-10:22:21.428] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.3.1
DEB [20180109-10:22:21.474] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.4
INF [20180109-10:22:21.475] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.4)
DEB [20180109-10:22:21.480] thr=1   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha256', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'aes128-cbc', 'aes192-cbc', 'aes256-cbc', 'blowfish-cbc', 'cast128-cbc', '3des-cbc'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'aes128-cbc', 'aes192-cbc', 'aes256-cbc', 'blowfish-cbc', 'cast128-cbc', '3des-cbc'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20180109-10:22:21.481] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180109-10:22:21.481] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20180109-10:22:21.481] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180109-10:22:21.481] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180109-10:22:21.482] thr=1   paramiko.transport: Compression agreed: none
DEB [20180109-10:22:21.683] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180109-10:22:21.684] thr=1   paramiko.transport: Switch to new keys ...
DEB [20180109-10:22:36.442] thr=1   paramiko.transport: starting thread (client mode): 0x380bff0
DEB [20180109-10:22:36.442] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.3.1
DEB [20180109-10:22:36.452] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.4
INF [20180109-10:22:36.452] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.4)
DEB [20180109-10:22:36.456] thr=1   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha256', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'aes128-cbc', 'aes192-cbc', 'aes256-cbc', 'blowfish-cbc', 'cast128-cbc', '3des-cbc'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'aes128-cbc', 'aes192-cbc', 'aes256-cbc', 'blowfish-cbc', 'cast128-cbc', '3des-cbc'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20180109-10:22:36.456] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180109-10:22:36.456] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20180109-10:22:36.457] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180109-10:22:36.457] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180109-10:22:36.457] thr=1   paramiko.transport: Compression agreed: none
DEB [20180109-10:22:36.587] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180109-10:22:36.588] thr=1   paramiko.transport: Switch to new keys ...
DEB [20180109-10:23:26.399] thr=1   paramiko.transport: starting thread (client mode): 0x3f2bff0
DEB [20180109-10:23:26.400] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.3.1
DEB [20180109-10:23:26.417] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.4
INF [20180109-10:23:26.418] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.4)
DEB [20180109-10:23:26.420] thr=1   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha256', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'aes128-cbc', 'aes192-cbc', 'aes256-cbc', 'blowfish-cbc', 'cast128-cbc', '3des-cbc'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'aes128-cbc', 'aes192-cbc', 'aes256-cbc', 'blowfish-cbc', 'cast128-cbc', '3des-cbc'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20180109-10:23:26.421] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180109-10:23:26.421] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20180109-10:23:26.421] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180109-10:23:26.421] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180109-10:23:26.422] thr=1   paramiko.transport: Compression agreed: none
DEB [20180109-10:23:26.569] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180109-10:23:26.571] thr=1   paramiko.transport: Switch to new keys ...
DEB [20180109-10:25:26.418] thr=1   paramiko.transport: EOF in transport thread
DEB [20180109-10:39:48.751] thr=1   paramiko.transport: starting thread (client mode): 0x2efcff0
DEB [20180109-10:39:48.752] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.3.1
DEB [20180109-10:39:48.766] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.4
INF [20180109-10:39:48.766] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.4)
DEB [20180109-10:39:48.770] thr=1   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha256', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'aes128-cbc', 'aes192-cbc', 'aes256-cbc', 'blowfish-cbc', 'cast128-cbc', '3des-cbc'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'aes128-cbc', 'aes192-cbc', 'aes256-cbc', 'blowfish-cbc', 'cast128-cbc', '3des-cbc'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20180109-10:39:48.770] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180109-10:39:48.770] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20180109-10:39:48.770] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180109-10:39:48.771] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180109-10:39:48.771] thr=1   paramiko.transport: Compression agreed: none
DEB [20180109-10:39:48.920] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180109-10:39:48.921] thr=1   paramiko.transport: Switch to new keys ...
